squarefoot,location,num_past_occupants,rent,building_type
2585,Suburb,7,12300.72345880824,House
4863,Rural,8,20095.066407232956,House
3825,Suburb,3,16966.782724865025,Condo
3639,Rural,6,16489.42466952582,Apartment
3122,Rural,7,14778.290950768556,Apartment
3224,Suburb,5,15490.40940660131,Condo
558,Rural,1,1800.5524327209096,House
582,Suburb,6,2634.0165218841153,House
2198,Rural,8,9126.587446300218,House
4435,Downtown,4,23617.207520063275,House
3276,Rural,1,10174.961991448163,House
2567,Rural,3,9444.955829548962,Condo
3500,Suburb,2,14890.45500897422,Condo
912,Rural,3,3505.212528274148,Condo
987,Downtown,9,6337.163064528116,House
3990,Downtown,6,22961.070915812867,House
912,Rural,9,4248.39926289795,Condo
2607,Rural,7,11358.737421347025,Condo
3313,Downtown,0,14664.375918689335,House
2081,Suburb,7,11774.511331055412,Apartment
2891,Downtown,4,16742.10813879571,Condo
2996,Downtown,6,17192.917283922867,House
4258,Rural,0,12684.666381336698,House
874,Rural,1,2950.2475487086035,Condo
2210,Downtown,0,11724.081900121177,Apartment
3904,Suburb,4,16615.29092824181,House
969,Downtown,5,5880.50709938344,Condo
4664,Downtown,9,29927.705343388086,House
1583,Suburb,8,7820.361290513176,House
1223,Downtown,7,7295.90339616226,House
1425,Downtown,6,8160.567136047459,House
1829,Rural,4,7610.1830742119,Apartment
1894,Suburb,2,8139.7222516153015,Condo
546,Rural,8,2501.427358930804,Condo
4011,Rural,4,15573.864910228318,Condo
1860,Suburb,2,7962.219371942838,Condo
2700,Suburb,2,11446.345855185906,Condo
2543,Downtown,2,14560.314502851566,Apartment
4164,Rural,5,15340.86555903313,House
2239,Suburb,0,7935.360700952814,House
3369,Rural,3,12532.987711502628,Condo
526,Rural,7,2093.3093481626693,House
3847,Suburb,2,15137.43648663082,House
564,Downtown,4,2974.9845247510466,House
1695,Rural,1,5760.514885695707,Condo
3857,Suburb,1,15619.146884080095,Condo
945,Downtown,6,6448.627696339042,Apartment
3290,Rural,9,15355.178975620292,Condo
2199,Suburb,2,10113.3774276908,Apartment
2804,Rural,4,10804.032136028427,Condo
3072,Suburb,2,11976.852321982818,House
1454,Suburb,5,7650.085358596628,Apartment
887,Rural,9,4437.897343637623,Apartment
4871,Rural,2,18688.954867918193,Apartment
2121,Suburb,7,11088.963527744027,Condo
1285,Downtown,1,7094.300919919191,Apartment
4379,Rural,2,15604.021393564986,Condo
3648,Suburb,7,20644.747486320823,Apartment
4131,Suburb,7,21529.575269874993,Condo
1541,Downtown,0,8035.117400492891,Apartment
489,Downtown,7,2893.8863922912856,House
1280,Downtown,9,8185.8806320074145,House
1998,Rural,1,7329.174565569545,Apartment
2015,Suburb,6,10143.070477999838,Condo
2893,Suburb,5,14014.824444413292,Condo
4436,Suburb,1,18031.513422507443,Condo
4733,Downtown,4,25209.467169461055,House
1398,Suburb,6,6403.972350177761,House
2626,Rural,7,10546.082647523777,House
3547,Downtown,2,18814.277388096358,Condo
1195,Downtown,0,5789.414819897883,Condo
1974,Downtown,6,12385.3692710253,Condo
3209,Downtown,4,20148.703397429574,Apartment
1230,Rural,4,5182.544482780446,Apartment
4684,Suburb,6,25418.212997792245,Apartment
1023,Rural,0,2978.1067820580743,House
3240,Suburb,7,15530.620821867202,House
1389,Rural,9,6485.322360663904,Condo
4878,Downtown,4,30617.023691639522,Apartment
1235,Downtown,7,7997.005145361484,Condo
2595,Rural,9,13113.628216424366,Apartment
455,Rural,9,2335.5423314535315,Apartment
1370,Suburb,4,6324.427464759109,Condo
2258,Rural,6,9520.466615107976,Condo
2801,Rural,9,14221.948534968455,Apartment
4519,Suburb,2,20791.29114241592,Apartment
4130,Suburb,1,15330.613177708286,House
1154,Suburb,5,5435.758514263501,Condo
939,Rural,4,3574.558682910653,Condo
2538,Suburb,8,13673.048087143712,Condo
1902,Downtown,9,13249.496866123383,Condo
741,Downtown,3,4457.205990671634,Apartment
4928,Downtown,2,24016.895448014136,House
1636,Rural,8,7466.035690313604,Condo
4000,Downtown,7,28259.647948665308,Apartment
1248,Rural,5,5340.280894352025,Apartment
3673,Rural,0,12775.63451515927,Apartment
759,Downtown,9,5789.323905449962,Apartment
4946,Suburb,0,20700.488712807637,Apartment
692,Rural,5,2828.2225690825594,Condo
4238,Downtown,2,22491.46272206058,Condo
2087,Rural,2,6833.9405014623535,House
2557,Suburb,5,12362.971413741163,Condo
1438,Suburb,2,6635.181639017112,Apartment
4108,Downtown,9,26381.112796097616,House
2754,Rural,5,11970.679645612434,Apartment
1766,Rural,4,7389.83190217518,Apartment
3974,Rural,3,14730.838888226606,Condo
1677,Rural,7,7827.609664226734,Apartment
2897,Downtown,1,14696.543367634498,Condo
441,Suburb,6,2460.6476313561516,Apartment
2959,Downtown,3,15088.248335191898,House
4896,Rural,1,18001.711101919598,Apartment
1139,Rural,6,4788.379309922776,Condo
3918,Suburb,0,16356.344402129376,Apartment
4217,Rural,3,15655.544053010546,Condo
895,Downtown,8,5995.1150598525355,Condo
2204,Downtown,3,11211.846667876065,House
580,Suburb,2,2451.5040233853915,Condo
723,Downtown,9,4607.790968815578,House
4665,Downtown,9,30068.53799504348,House
4549,Downtown,1,24989.870693564422,Apartment
2050,Downtown,2,10074.806537433531,House
2267,Rural,0,7317.132251450661,Condo
4388,Downtown,9,30691.20747597075,Condo
4478,Suburb,7,21392.597208810854,House
3246,Suburb,0,13586.227905020036,Apartment
1749,Downtown,2,8501.225065372286,House
2631,Suburb,2,10237.503318478259,House
2520,Downtown,1,12809.23963523377,Condo
4089,Suburb,4,20558.73187096509,Apartment
3110,Suburb,9,18911.81678874793,Apartment
1831,Downtown,2,10615.419597644895,Apartment
3290,Downtown,2,18913.39504929418,Apartment
4793,Rural,7,20891.47280321842,Condo
1443,Downtown,3,8753.005261651679,Apartment
1233,Downtown,3,7484.334629888586,Apartment
1760,Rural,2,6665.613599305871,Apartment
3023,Downtown,0,14691.399828291434,Condo
2812,Downtown,7,18304.360384328895,Condo
585,Rural,0,1948.7008537132804,Apartment
564,Downtown,6,3630.1147059605737,Condo
2667,Downtown,4,14195.854150773115,House
3747,Rural,3,15059.576038473448,Apartment
2062,Rural,3,7619.204896780019,Condo
3348,Suburb,7,18929.539054707446,Apartment
2681,Downtown,5,17528.96081220095,Apartment
2569,Suburb,0,9895.695138728845,Condo
340,Suburb,9,1747.406429923007,House
367,Rural,7,1734.0020259521343,Apartment
1287,Downtown,1,5917.194782822463,House
4308,Downtown,5,26013.089570886365,Condo
3498,Rural,8,16994.187587376167,Apartment
2824,Suburb,0,11008.271563355911,Condo
1385,Rural,5,5569.658386489303,Condo
2779,Downtown,7,18067.422793488622,Condo
1993,Rural,9,9331.249083545363,Condo
2615,Downtown,1,14330.220589650442,Apartment
1078,Suburb,4,4580.601858828813,House
4889,Downtown,5,27081.122938026427,House
1885,Suburb,4,9418.173396554907,Apartment
1792,Suburb,2,8349.169128023175,Apartment
960,Downtown,3,4990.34816729935,House
1648,Downtown,6,9459.479757353098,House
1599,Suburb,3,7641.484107666039,Apartment
4240,Rural,8,19087.976605567324,Condo
2286,Downtown,9,17320.84548575477,Apartment
2344,Suburb,1,8773.341970226227,House
3816,Suburb,4,17668.90877701593,Condo
1358,Rural,7,5353.3651347796185,House
1276,Downtown,4,7400.99019903237,Condo
4877,Suburb,9,24973.971557429173,House
1027,Rural,7,4517.898852991722,Condo
2827,Suburb,7,16006.124893275854,Apartment
3436,Downtown,8,25141.157030719314,Apartment
642,Rural,9,2973.049296156717,Condo
1747,Suburb,5,8450.69265234377,Condo
2679,Rural,3,10692.192615272688,Apartment
3959,Downtown,2,22748.283518896817,Apartment
826,Rural,4,3180.4863559301307,Condo
2196,Downtown,5,13192.797240049638,Condo
2373,Suburb,2,10904.31729397397,Apartment
705,Downtown,1,3223.8994399750836,House
1873,Suburb,6,10264.098385368994,Apartment
4900,Suburb,4,22700.810325289687,Condo
4040,Downtown,8,27271.934906462826,Condo
4574,Suburb,2,17855.460621627637,House
4527,Rural,7,21287.97172409172,Apartment
2146,Suburb,5,10310.357774617927,Condo
1778,Downtown,3,10743.581030743204,Apartment
2695,Rural,8,12133.256968340202,Condo
1071,Rural,4,3835.643614033262,House
878,Suburb,9,5328.599208730563,Apartment
3201,Suburb,5,16756.18054173907,Apartment
493,Downtown,8,3084.10849270168,House
2307,Rural,6,9625.642057133495,Condo
1485,Downtown,4,8566.800096717698,Condo
2694,Suburb,1,11901.375106331854,Apartment
3298,Rural,3,11224.05836800368,House
2092,Downtown,1,11490.669548053544,Apartment
1410,Downtown,2,8155.629048878266,Apartment
4305,Downtown,9,30177.954112110103,Condo
2561,Downtown,2,13654.154663705378,Condo
4036,Downtown,3,22361.47357219681,Condo
4093,Rural,5,16471.59613915412,Condo
2236,Downtown,2,11936.704350512082,Condo
4657,Rural,9,20016.014111973873,House
1029,Downtown,0,5357.602494075545,Apartment
4678,Suburb,0,16577.917133282735,House
3751,Suburb,8,21983.967796063604,Apartment
4757,Downtown,8,32105.562338048912,Condo
4836,Suburb,4,20541.155417077174,House
2440,Rural,8,11837.559290467807,Apartment
1944,Downtown,6,12198.3656350711,Condo
3100,Rural,8,13923.306306722985,Condo
441,Downtown,6,2546.8554592417504,House
1755,Suburb,8,8687.452750988181,House
2396,Rural,1,7409.72864713628,House
1625,Suburb,7,8554.568098998725,Condo
1513,Suburb,6,8237.22379564777,Apartment
1459,Downtown,5,9636.961087639911,Apartment
4950,Rural,4,17555.72951659426,House
4799,Suburb,3,23143.356973686372,Apartment
4997,Downtown,6,31333.601238853018,Condo
640,Downtown,2,3649.1034168495685,Apartment
4128,Downtown,7,26918.271592326942,Condo
2268,Suburb,1,8495.818370393088,House
1003,Downtown,0,5230.202740764907,Apartment
4713,Rural,1,15863.54474960784,Condo
2729,Rural,8,11297.3658204711,House
2100,Suburb,4,8929.299030389227,House
4948,Rural,7,19689.56707131288,House
1155,Downtown,2,5606.649487213802,House
2112,Suburb,6,11449.862845323145,Apartment
3166,Downtown,1,16103.032248753456,Condo
3942,Suburb,7,22278.45158570488,Apartment
482,Suburb,6,2433.2768270620313,Condo
3412,Downtown,4,18098.662956314784,House
4792,Rural,3,19290.878903056837,Apartment
1817,Rural,0,5374.374460249445,House
1656,Suburb,4,7571.7077805565,Condo
2474,Downtown,8,15358.534971546816,House
3929,Downtown,9,29797.466801493763,Apartment
3928,Suburb,3,18901.352987510247,Apartment
4396,Rural,8,19867.430055176104,Condo
3539,Downtown,1,17952.990118699483,Condo
3991,Rural,3,16096.312766173187,Apartment
318,Rural,8,1558.330914268418,Apartment
3703,Suburb,3,17803.060327102656,Apartment
4979,Suburb,4,24920.57725350747,Apartment
4851,Rural,7,21052.018023995126,Condo
3304,Downtown,0,17272.571552308356,Apartment
1432,Downtown,0,6990.0759694943,Condo
3639,Suburb,8,21303.589360959413,Apartment
3611,Rural,8,17717.53484600307,Apartment
3672,Downtown,3,18639.57634519697,House
1287,Downtown,1,5944.653081921325,House
3621,Suburb,8,21277.47565277766,Apartment
4915,Rural,3,18171.01928650501,Condo
473,Downtown,5,3148.7672136681526,Apartment
4041,Suburb,0,14272.324036927586,House
3352,Downtown,8,24519.4870707412,Apartment
1026,Downtown,4,5483.389302568075,House
4060,Downtown,2,23328.41092776004,Apartment
2175,Suburb,3,10456.817403944102,Apartment
4333,Rural,0,13972.405524990947,Condo
1289,Suburb,8,6379.449184694446,House
4044,Rural,7,16086.669680115461,House
2986,Downtown,3,15143.673914457993,House
719,Rural,1,2503.476272289738,Condo
893,Downtown,8,6623.6677480495055,Apartment
2074,Downtown,3,11536.83549742331,Condo
2759,Suburb,8,16157.708931453168,Apartment
1235,Downtown,9,8640.715968711384,Condo
4108,Suburb,2,17502.76167964844,Condo
631,Rural,6,2472.911827549442,House
3749,Rural,6,15666.763688378373,Condo
3002,Downtown,9,22830.943407898634,Apartment
4306,Suburb,3,19165.453652173102,Condo
4168,Downtown,1,21191.489186406576,Condo
4500,Suburb,8,26292.479673968533,Apartment
501,Suburb,3,2019.8225968042022,House
2797,Suburb,7,15797.942247839092,Apartment
2142,Rural,1,7822.391450243031,Apartment
2166,Suburb,7,12336.505453342741,Apartment
2296,Rural,9,10699.843018736723,Condo
1209,Suburb,4,5629.474186665849,Condo
4605,Rural,6,20891.15806090487,Apartment
4958,Rural,6,22469.847521955504,Apartment
3489,Rural,8,14382.699146397319,House
1070,Downtown,2,5787.868095012735,Condo
3455,Suburb,9,19347.14450068379,Condo
2801,Downtown,3,15602.387121453507,Condo
3014,Suburb,9,16886.848895923536,Condo
3885,Suburb,3,18679.610426554285,Apartment
1928,Downtown,9,14633.817864176115,Apartment
686,Rural,4,2445.2884948815163,House
3721,Suburb,5,17949.474462715345,Condo
4308,Rural,2,15221.149641664157,Condo
4393,Downtown,3,26458.90741886069,Apartment
4663,Rural,2,15146.243402676231,House
2766,Suburb,1,12125.151197600768,Apartment
2582,Suburb,9,14419.92941028652,Condo
2156,Suburb,8,11680.901425172753,Condo
2298,Downtown,0,10078.787466750466,House
1536,Suburb,1,6738.347550001535,Apartment
4969,Downtown,7,32408.06312050666,Condo
4444,Rural,6,18690.009731575796,Condo
1450,Suburb,0,5136.573727265604,House
4618,Suburb,4,21398.30683757738,Condo
1731,Suburb,9,9712.957472579725,Condo
2119,Rural,5,9204.165140864598,Apartment
2624,Suburb,4,11142.427807899889,House
1430,Downtown,3,7282.7010334060415,House
2958,Rural,0,8762.760055658198,House
3800,Rural,6,17199.218839009314,Apartment
674,Rural,8,2784.987640596471,House
2420,Rural,5,9651.233079450654,Condo
4320,Rural,2,14052.562777905416,House
2321,Downtown,9,16244.075202690105,Condo
4005,Rural,3,13689.250764185124,House
3559,Suburb,9,18296.767540497473,House
3735,Rural,4,15591.81604459407,Apartment
2189,Rural,0,6406.702331050111,House
2123,Rural,4,7552.970133022221,House
1774,Rural,0,6278.305238203844,Apartment
2542,Rural,8,11534.178133319007,Condo
3543,Downtown,6,20332.58196495667,House
3434,Downtown,2,16735.09055507491,House
2370,Rural,8,10740.622362574424,Condo
659,Downtown,1,3553.675900949098,Apartment
2341,Suburb,6,10831.551091988116,House
1441,Rural,8,7002.429350683867,Apartment
1935,Suburb,5,9335.548713754917,Condo
4300,Suburb,9,24106.573705173745,Condo
2243,Rural,4,9442.887394786914,Apartment
3661,Suburb,6,18467.06645694144,Condo
3280,Suburb,5,15826.715012024328,Condo
306,Suburb,4,1276.6783151632835,House
3567,Rural,1,13038.098569786316,Apartment
1891,Rural,7,7574.361050356835,House
3564,Suburb,6,19444.918182296355,Apartment
2906,Rural,5,10766.962314575918,House
3519,Rural,4,13611.301718915003,Condo
3573,Suburb,4,17966.83898503093,Apartment
1213,Rural,8,5912.541858440195,Apartment
2311,Downtown,0,12085.80465427338,Apartment
1742,Rural,8,8550.293929610783,Apartment
3354,Downtown,5,20263.579711775703,Condo
3846,Suburb,3,17066.925332306826,Condo
4521,Rural,9,21164.13047128689,Condo
3228,Suburb,6,14833.69017497327,House
2129,Suburb,8,11524.65891611509,Condo
875,Suburb,4,3657.207319717245,House
1229,Suburb,4,5176.603782554168,House
4059,Suburb,7,21174.939898407898,Condo
3999,Rural,6,16705.489666972837,Condo
1763,Downtown,7,11484.51897051647,Condo
3575,Rural,9,15361.811472093143,House
1354,Rural,1,4953.270206765953,Apartment
2200,Rural,8,9962.881478235884,Condo
1757,Rural,2,5665.816785705921,House
1699,Downtown,5,9430.622359043347,House
3715,Rural,5,14903.3012170145,Condo
742,Suburb,1,2747.163569589793,House
3950,Rural,6,16564.656551075986,Condo
4952,Rural,8,20464.5488655556,House
1478,Downtown,9,11261.212575387382,Apartment
4758,Downtown,0,21100.034613841446,House
1557,Suburb,7,8106.751230178941,Condo
3934,Rural,1,14474.525830097264,Apartment
2141,Rural,0,6916.0361575614315,Condo
2609,Rural,7,10384.33125300892,House
1210,Suburb,1,5325.756294127842,Apartment
4640,Downtown,5,30353.930321885884,Apartment
4937,Suburb,5,21869.28411390944,House
4309,Rural,4,18030.911677871303,Apartment
2469,Downtown,7,17459.84201409145,Apartment
2472,Downtown,2,14268.119620673144,Apartment
423,Suburb,9,2391.331661641977,Condo
3458,Downtown,3,19227.59716293324,Condo
1085,Downtown,6,7375.62237623432,Apartment
2716,Rural,6,10377.744260456746,House
1096,Rural,7,4310.946048752585,House
4472,Downtown,1,22645.030111419077,Condo
4454,Downtown,1,20685.792464019534,House
2236,Suburb,3,10847.783648131905,Apartment
2456,Suburb,9,12676.721065009242,House
4107,Downtown,8,27742.6775002352,Condo
1601,Rural,9,7497.771950969133,Condo
4463,Downtown,8,32691.278142433952,Apartment
3440,Downtown,3,19119.836364229875,Condo
3536,Rural,8,15913.321496379762,Condo
2652,Rural,2,9505.745731463296,Condo
2232,Suburb,4,9580.394251122467,House
3021,Suburb,9,16911.921179731085,Condo
664,Suburb,8,3262.9227027011834,House
2690,Suburb,5,13039.3522620901,Condo
1246,Rural,2,4352.977153084252,Condo
1677,Downtown,9,10808.741515452926,House
1739,Suburb,8,8629.877798794045,House
3480,Suburb,5,18137.925779306013,Apartment
640,Rural,3,2559.899626683369,Apartment
3289,Rural,3,11131.774062567167,House
682,Downtown,7,4455.199605181146,Condo
1856,Downtown,6,12628.219228892667,Apartment
599,Rural,0,1700.7341103333822,House
438,Suburb,5,1922.594338246371,House
658,Suburb,7,3461.2272417854133,Condo
1822,Suburb,2,7136.428682499565,House
3756,Downtown,8,27497.226921410576,Apartment
1927,Suburb,9,10819.798764169502,Condo
1603,Suburb,1,5975.210045107641,House
1434,Rural,5,5288.384498968892,House
2486,Suburb,0,9629.377893453699,Condo
3470,Rural,1,11686.151671975755,Condo
4135,Suburb,4,19173.775260305705,Condo
2451,Downtown,0,12745.034277365097,Apartment
1537,Suburb,7,8683.287552661472,Apartment
4035,Suburb,0,14363.637813695186,House
3134,Rural,8,12935.133796538252,House
4560,Rural,9,21357.512453582414,Condo
1298,Rural,2,4199.333078046668,House
2867,Suburb,1,10608.734373873885,House
1607,Suburb,0,6242.898679275024,Condo
956,Downtown,8,7026.578787179511,Apartment
2960,Suburb,3,14365.50964214683,Apartment
2511,Downtown,0,13090.22560242515,Apartment
2209,Rural,0,6538.242380031746,House
4030,Rural,6,16889.673772168884,Condo
2346,Rural,1,8645.971144924524,Apartment
3462,Downtown,6,19953.4771376374,House
1440,Suburb,6,7219.214917180961,Condo
566,Rural,9,2809.4049856044567,Apartment
2145,Suburb,8,12588.255473073054,Apartment
2008,Suburb,6,10105.600573645239,Condo
3930,Rural,0,11631.958847232429,House
3511,Downtown,7,20971.8257429375,House
2593,Suburb,7,14667.63690134575,Apartment
4032,Rural,3,14853.723536650186,Condo
4129,Suburb,7,19692.752352448995,House
1810,Suburb,3,8089.9268605928755,Condo
775,Suburb,7,4051.819588173394,Condo
1276,Suburb,4,6433.580992151701,Apartment
1507,Suburb,3,6666.78276103374,Condo
2260,Downtown,5,13608.874993982921,Condo
857,Downtown,1,4325.224595099224,Condo
1182,Rural,1,3675.304476881895,House
2494,Downtown,1,13737.042933600535,Apartment
2967,Downtown,8,21722.936386829897,Apartment
4977,Downtown,9,34774.456156638866,Condo
1910,Suburb,2,8138.552460964776,Condo
3788,Suburb,9,19468.708754963864,House
2754,Rural,3,11072.181104408905,Apartment
4794,Rural,9,20561.34333485989,House
2246,Rural,7,10616.161656434462,Apartment
3108,Suburb,3,12728.226040988335,House
4125,Downtown,9,28891.70027616551,Condo
3836,Downtown,9,24605.76177820817,House
4102,Suburb,6,20657.808913286925,Condo
4477,Rural,4,18786.685940784893,Apartment
4999,Rural,8,24402.51853339017,Apartment
2270,Rural,3,8461.349251468679,Condo
4122,Suburb,2,18984.440739368085,Apartment
3119,Rural,1,9730.658601646626,House
1202,Rural,0,3957.013548678969,Condo
664,Suburb,5,3606.5348371060877,Apartment
4558,Downtown,9,29265.754860304954,House
3419,Suburb,1,12786.744998068705,House
2858,Suburb,7,16194.006778845609,Apartment
2163,Suburb,5,11365.575404432167,Apartment
415,Suburb,4,1785.188997092958,House
2684,Downtown,1,13659.857903176431,Condo
4235,Rural,6,19136.87462195103,Apartment
2790,Suburb,1,12261.802266600713,Apartment
1242,Downtown,4,7166.167702646522,Condo
2024,Rural,1,6806.487592124338,Condo
2634,Rural,9,13251.60465097473,Apartment
3067,Rural,1,10343.493466833557,Condo
1437,Suburb,6,6608.29550027801,House
2827,Suburb,8,14028.151590336029,House
4417,Rural,4,15644.848499651978,House
3720,Rural,6,16922.68854505138,Apartment
4206,Rural,3,15530.471755186833,Condo
3937,Rural,1,12104.919994261329,House
3253,Rural,2,11549.034305209687,Condo
2667,Rural,1,8263.60420805693,House
4521,Downtown,4,26201.105079274257,Condo
576,Rural,5,2089.622688176715,House
2299,Suburb,6,10631.740745988334,House
1527,Suburb,2,5928.717541710083,House
4052,Suburb,3,16461.31391824027,House
4035,Rural,7,16162.64785774489,House
995,Suburb,3,4087.6303114778843,House
1609,Downtown,6,9259.263716465795,House
4452,Rural,5,16304.441580819259,House
3534,Suburb,6,16261.359382962848,House
4414,Downtown,0,21319.160457353937,Condo
2611,Downtown,2,13945.831361967186,Condo
3141,Suburb,5,16348.262576765484,Apartment
4508,Downtown,2,22033.73965044815,House
3859,Suburb,6,19406.940355900155,Condo
3698,Downtown,8,24946.225572853153,Condo
841,Rural,2,3024.99959997617,Condo
2994,Rural,0,9628.767290734644,Condo
4974,Rural,9,23141.188901553873,Condo
1388,Rural,5,5564.64182891858,Condo
3663,Rural,0,12790.882718306158,Apartment
324,Suburb,0,1255.0693435069747,Condo
1872,Rural,7,8848.146812926285,Apartment
3258,Rural,8,15966.32120491281,Apartment
4536,Rural,1,14003.679297659412,House
2067,Rural,8,8540.736696961632,House
2535,Downtown,4,13438.349613492423,House
500,Rural,7,2111.1168354381016,Condo
3498,Rural,6,13420.20819311652,House
556,Suburb,6,2814.5638992499607,Condo
4047,Downtown,3,22504.250435116322,Condo
4942,Suburb,1,18360.567230717894,House
2541,Rural,4,8950.09083242921,House
3475,Suburb,2,15969.219815506773,Apartment
3906,Suburb,8,22797.54787514577,Apartment
3636,Rural,5,14575.86132046178,Condo
713,Downtown,0,3388.759210012128,Condo
2314,Downtown,2,11312.352169862776,House
1681,Suburb,3,6889.637021605398,House
1398,Rural,8,6934.039043012372,Apartment
3726,Suburb,5,16509.362089671307,House
3955,Suburb,3,17550.755849155637,Condo
1209,Suburb,0,4283.001385596183,House
487,Rural,7,2285.010245875618,Apartment
4344,Rural,1,14655.906042487293,Condo
4056,Downtown,7,28667.908062475766,Apartment
2315,Rural,5,10104.32651227868,Apartment
2392,Suburb,7,12473.863353546554,Condo
3944,Suburb,5,20622.866943638503,Apartment
2430,Downtown,4,12942.561310969717,House
657,Rural,4,2299.4747345080086,House
2722,Suburb,9,16502.04693607564,Apartment
4557,Downtown,9,29279.97706514725,House
4845,Downtown,7,34276.04572284285,Apartment
1797,Suburb,6,8320.714222622444,House
2458,Suburb,7,13877.829275164684,Apartment
2855,Rural,7,11313.575403745117,House
2642,Downtown,6,16575.12690492025,Condo
3251,Suburb,1,13194.016849218593,Condo
1538,Downtown,8,9477.859649175662,House
1273,Rural,6,5757.606261354201,Apartment
4265,Suburb,5,18944.192744913482,House
1350,Rural,8,6600.516092586702,Apartment
4001,Downtown,0,17687.914239308233,House
3080,Rural,1,9547.410123881322,House
1888,Rural,0,6083.724502523055,Condo
4178,Downtown,9,31681.264471476396,Apartment
2668,Rural,2,10276.477999176728,Apartment
736,Downtown,4,4530.058577504373,Apartment
3128,Suburb,0,13117.777630874754,Apartment
1856,Downtown,3,11139.916095707167,Apartment
4158,Downtown,7,27165.314324336163,Condo
1604,Suburb,5,7038.184845515576,House
2684,Downtown,0,14091.368072675,Apartment
482,Suburb,0,1978.2474013111052,Apartment
1889,Suburb,2,7376.23557681081,House
1887,Downtown,9,13192.739632737386,Condo
959,Rural,7,4225.25497207478,Condo
459,Rural,7,1985.7771360269526,Condo
4253,Suburb,2,16534.86849677262,House
1311,Rural,6,5100.627085713211,House
352,Rural,2,1232.8129219251955,Condo
2607,Downtown,3,14507.092591868679,Condo
1528,Suburb,8,7624.219427090884,House
1335,Suburb,3,5888.404234577069,Condo
4002,Downtown,2,23056.280080940585,Apartment
4345,Rural,4,15418.297732512776,House
4749,Suburb,6,23778.498091029687,Condo
1564,Rural,4,6563.247753277125,Apartment
2184,Suburb,3,8878.650961613388,House
2109,Suburb,7,10165.908358006489,House
3467,Suburb,3,16733.58364602028,Apartment
4097,Suburb,1,15259.550574563928,House
2641,Rural,9,12229.12193074223,Condo
3714,Rural,5,13725.761133274606,House
1117,Rural,1,3738.6383559427695,Condo
2737,Rural,2,10546.307646730978,Apartment
1188,Downtown,0,6208.395283552239,Apartment
967,Suburb,4,4084.302279705819,House
2924,Suburb,8,17114.47807248217,Apartment
4532,Suburb,1,19901.56909663663,Apartment
4823,Downtown,6,27693.429842459787,House
1118,Rural,4,4259.276989646892,Condo
2488,Suburb,1,9236.616268181664,House
1406,Rural,7,5680.47860243583,House
2524,Rural,5,10195.119214268703,Condo
497,Downtown,3,2800.867188098524,Condo
2971,Downtown,3,16562.761815035825,Condo
3792,Rural,1,11766.754263635548,House
2748,Suburb,2,11657.605773998346,Condo
770,Suburb,6,4169.758920683458,Apartment
2248,Downtown,2,11902.685117086401,Condo
4199,Downtown,4,26406.839743418397,Apartment
2310,Downtown,9,16131.744237756657,Condo
4100,Downtown,5,26921.861164830465,Apartment
4418,Downtown,5,28852.177926637985,Apartment
4096,Downtown,3,24709.03149030944,Apartment
4288,Downtown,5,28108.4323494077,Apartment
534,Suburb,2,2490.1457479468277,Apartment
1228,Downtown,6,7791.865305278472,Condo
3907,Downtown,6,22478.558836644144,House
822,Suburb,3,3354.763546055233,House
3823,Suburb,1,14229.754967711035,House
4826,Rural,6,18548.21200414365,House
1929,Downtown,2,9304.037694762283,House
4928,Downtown,0,25781.204616737745,Apartment
1616,Downtown,1,8238.69463517347,Condo
3157,Downtown,9,23934.65585703287,Apartment
1424,Rural,8,6517.557897144388,Condo
2887,Suburb,7,15066.587228691575,Condo
1323,Suburb,5,6416.002303986798,Condo
1678,Downtown,5,10208.770050969064,Condo
3674,Downtown,0,16273.580685578805,House
1819,Downtown,1,9302.060161069505,Condo
526,Rural,3,1976.9920702504965,Condo
1191,Rural,2,3896.34522941909,House
4372,Suburb,0,18257.267271172695,Apartment
2557,Downtown,7,18118.177753560005,Apartment
3088,Downtown,6,20975.640598779264,Apartment
696,Downtown,3,4178.895835255559,Apartment
2378,Downtown,8,16143.46452325565,Condo
4724,Rural,3,16017.354564676436,House
3537,Suburb,0,12545.808563787423,House
4193,Suburb,9,25448.300146715752,Apartment
2305,Rural,0,6802.839992081743,House
2316,Downtown,0,11179.132993860263,Condo
3471,Suburb,0,14478.220598508422,Apartment
2968,Suburb,3,13216.246297767817,Condo
2178,Rural,0,7045.070466035481,Condo
1496,Downtown,1,7558.085727000662,Condo
2072,Suburb,3,9185.293078536706,Condo
461,Downtown,6,2940.3529162140844,Condo
4276,Suburb,1,18781.66111287354,Apartment
2051,Rural,7,8920.586676717703,Condo
1075,Downtown,6,7268.551984877076,Apartment
1239,Rural,8,5116.936569196416,House
3520,Suburb,5,16958.28652296491,Condo
839,Rural,3,3076.6587503455935,Condo
1761,Rural,5,6459.336552949756,House
655,Rural,3,2670.8278371841625,Apartment
3904,Suburb,6,19544.66491619109,Condo
3623,Downtown,8,22471.15402569046,House
534,Rural,2,1722.7033043913605,House
1848,Downtown,2,9888.523251019653,Condo
2396,Suburb,1,10570.41919537041,Apartment
4513,Downtown,0,23552.96235602924,Apartment
2401,Rural,0,7703.419161193755,Condo
1973,Rural,2,6405.493195327921,House
2400,Rural,6,10018.656464006732,Condo
